2016/12/20,11:43:48.001,[org.usfirst.frc.team5461.robot.Robot] INFO,Starting robotInit
2016/12/20,11:44:00.327,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.00546875,-0.0078125,-7.8125E-4
2016/12/20,11:44:00.347,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0109375,-0.0078125,-0.0015625
2016/12/20,11:44:00.367,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.01640625,-0.0078125,-0.00234375
2016/12/20,11:44:00.387,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.021875,-0.0078125,-0.003125
2016/12/20,11:44:00.407,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.02734375,-0.0078125,-0.00390625
2016/12/20,11:44:00.426,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0328125,-0.0078125,-0.0046875
2016/12/20,11:44:00.446,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.03828125,-0.0078125,-0.00546875
2016/12/20,11:44:00.466,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.04375,-0.0078125,-0.00625
2016/12/20,11:44:00.487,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.04921875,-0.0078125,-0.00703125
2016/12/20,11:44:00.506,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.525,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.545,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.566,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.586,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.606,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
2016/12/20,11:44:00.626,[org.usfirst.frc.team5461.robot.AveragingJoystick] INFO,-0.0546875,-0.0546875,-0.0078125,-0.0078125
